dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32
train_FD001,999050,50,15,2018-01-07 15:02:00,FRON,KTTN,KRSW,-0.0016,-0.0005,100,518.67,642.12,1588.94,1408.59,14.62,21.61,553.5,2388.03,9062.73,1.3,47.28,521.81,2388.04,8140.9,8.3951,0.03,393,2388,100,38.99,23.1953
train_FD001,999050,50,16,2018-01-07 16:01:25,FRON,KTTN,KRSW,0.0062,-0.0004,100,518.67,642.16,1585.63,1410.205,14.62,21.61,554.02,2388.08,9062.46,1.3,47.34,521.97,2388.05,8143.61,8.41,0.03,392,2388,100,38.95,23.4115
train_FD001,999050,50,17,2018-01-07 20:59:00,FRON,KRSW,KTTN,0.0036,-0.0004,100,518.67,642.53,1587.93,1401.62,14.62,21.61,553.98,2388.04,9071.8,1.3,47.65,521.8,2388.1,8149.64,8.4355,0.03,394,2388,100,38.99,23.3295
train_FD001,999050,50,18,2018-01-07 21:58:43,FRON,KRSW,KTTN,-0.002,0.0003,100,518.67,642.03,1586.26,1407.92,14.62,21.61,553.54,2388.02,9065.53,1.3,47.33,521.19,2388.04,8141.71,8.4345,0.03,392,2388,100,38.93,23.4203
train_FD001,999050,50,19,2018-01-08 04:14:00,FRON,KTTN,KMCO,-0.0021,0.0001,100,518.67,641.89,1587.63,1410.12,14.62,21.61,554.04,2388.07,9060.36,1.3,47.45,521.23,2388.07,8143.56,8.45,0.03,393,2388,100,38.76,23.3948
train_FD001,999050,50,20,2018-01-08 05:14:00,FRON,KTTN,KMCO,-0.0005,-0.0005,100,518.67,642.45,1583.2,1408.51,14.62,21.61,554.6,2388.02,9063.39,1.3,47.39,521.43,2388.06,8144.82,8.4518,0.03,394,2388,100,38.96,23.2727
train_FD001,999050,50,21,2018-01-08 08:14:00,FRON,KMCO,KBUF,0.0026,-0.0001,100,518.67,643.12,1584.99,1398.91,14.62,21.61,553.92,2388.06,9057.86,1.3,47.51,522.1,2388.03,8145.08,8.4159,0.03,393,2388,100,38.78,23.3328
train_FD001,999050,50,22,2018-01-08 09:13:25,FRON,KMCO,KBUF,0.0008,-0.0002,100,518.67,642.32,1586.96,1404.61,14.62,21.61,553.8,2388.02,9066.95,1.3,47.18,521.81,2388.09,8142.77,8.4207,0.03,393,2388,100,39.02,23.3168
train_FD001,999050,50,23,2018-01-08 11:57:00,FRON,KBUF,KMCO,0.0011,0,100,518.67,642.72,1586.05,1400.68,14.62,21.61,553.96,2388.11,9067.12,1.3,47.23,522.11,2388.02,8141.16,8.3832,0.03,394,2388,100,38.81,23.3355
train_FD001,999050,50,24,2018-01-08 12:57:15,FRON,KBUF,KMCO,-0.0013,-0.0001,100,518.67,642.44,1589.24,1413.27,14.62,21.61,553.12,2388.03,9070.84,1.3,47.32,521.79,2388.02,8144.09,8.4086,0.03,392,2388,100,38.86,23.3714
train_FD001,999050,50,25,2018-01-08 15:29:00,FRON,KMCO,KISP,-0.0021,-0.0005,100,518.67,642.39,1584.21,1404.19,14.62,21.61,553.94,2388.08,9066.48,1.3,47.4,521.9,2388.05,8143.44,8.4312,0.03,393,2388,100,38.94,23.3841
train_FD001,999050,50,26,2018-01-08 16:01:41,FRON,KTTN,KRSW,-0.0008,0.0004,100,518.67,642.64,1597.04,1403.63,14.62,21.61,553.31,2388.12,9060.63,1.3,47.53,522.24,2388.09,8147.15,8.4157,0.03,394,2388,100,39.14,23.2324
train_FD001,999050,50,27,2018-01-08 16:29:03,FRON,KMCO,KISP,-0.0009,0.0002,100,518.67,642.14,1589.99,1410.025,14.62,21.61,553.37,2388.04,9067.71,1.3,47.37,521.23,2388.1,8146.18,8.4236,0.03,392,2388,100,38.79,23.3751
train_FD001,999021,21,1,2018-01-05 22:12:00,FRON,KLAS,KIAD,0.0024,0.0001,100,518.67,642.84,1586.27,1406.22,14.62,21.61,554.25,2388.11,9043.42,1.3,47.32,521.89,2388.07,8131.47,8.4284,0.03,392,2388,100,38.86,23.293
train_FD001,999021,21,2,2018-01-05 22:12:00,FRON,KLAS,KIAD,0.0034,-0.0002,100,518.67,642.64,1589.99,1402.34,14.62,21.61,553.46,2388.1,9053.49,1.3,47.5,521.7,2388.12,8129.68,8.4407,0.03,393,2388,100,38.77,23.4134
train_FD001,999021,21,3,2018-01-05 23:12:28,FRON,KLAS,KIAD,0.0005,0,100,518.67,642.32,1589.92,1408.92,14.62,21.61,554.2,2388.12,9038.3,1.3,47.34,521.96,2388.12,8118.42,8.3924,0.03,392,2388,100,38.93,23.2255
train_FD001,999021,21,4,2018-01-05 23:12:28,FRON,KLAS,KIAD,-0.0031,-0.0001,100,518.67,642.08,1581.76,1408.28,14.62,21.61,554.06,2388.09,9051.79,1.3,47.35,521.57,2388.09,8127.57,8.3731,0.03,393,2388,100,38.63,23.3466
train_FD001,999021,21,5,2018-01-06 02:24:38,FRON,KLAS,KIAD,-0.0006,-0.0002,100,518.67,642.28,1597.13,1400.84,14.62,21.61,553.33,2388.08,9051.12,1.3,47.46,521.41,2388.12,8127.02,8.4478,0.03,393,2388,100,38.97,23.3189
train_FD001,999021,21,6,2018-01-06 02:24:38,FRON,KLAS,KIAD,0.0016,0.0001,100,518.67,642.73,1590.73,1401.12,14.62,21.61,553.35,2388.09,9049.13,1.3,47.47,521.84,2388.13,8126.07,8.4416,0.03,393,2388,100,38.88,23.3107
train_FD001,999021,21,7,2018-01-06 04:10:00,FRON,KIAD,KSAT,0.0008,0.0003,100,518.67,642.53,1582.95,1401.12,14.62,21.61,553.08,2388.07,9048.52,1.3,47.45,520.98,2388.12,8131.1,8.431,0.03,394,2388,100,38.96,23.2136
train_FD001,999021,21,8,2018-01-06 04:10:00,FRON,KIAD,KSAT,0.0057,-0.0004,100,518.67,643.21,1595.24,1405.24,14.62,21.61,552.95,2388.09,9041.04,1.3,47.42,521.39,2388.04,8132.82,8.4388,0.03,393,2388,100,38.85,23.2727
train_FD001,999021,21,9,2018-01-06 05:10:05,FRON,KIAD,KSAT,-0.001,-0.0003,100,518.67,642.04,1582.53,1400.66,14.62,21.61,553.46,2388.12,9043.52,1.3,47.42,522.2,2388.08,8127.45,8.4199,0.03,393,2388,100,38.86,23.3196
train_FD001,999021,21,10,2018-01-06 05:10:05,FRON,KIAD,KSAT,0.0007,-0.0005,100,518.67,642.51,1586.69,1405.01,14.62,21.61,554.52,2388.1,9052.32,1.3,47.46,521.63,2388.14,8124.95,8.4379,0.03,393,2388,100,38.78,23.3499
train_FD001,999021,21,11,2018-01-06 09:05:00,FRON,KSAT,KONT,-0.0014,-0.0002,100,518.67,642.65,1586.32,1398.67,14.62,21.61,553.61,2388.08,9055.92,1.3,47.51,521.77,2388.14,8128.26,8.4254,0.03,393,2388,100,38.62,23.394
train_FD001,999021,21,12,2018-01-06 10:04:58,FRON,KSAT,KONT,-0.0012,0.0003,100,518.67,642.1,1588.23,1401.58,14.62,21.61,553.76,2388.09,9048.62,1.3,47.5,521.87,2388.05,8131.53,8.4395,0.03,392,2388,100,39.01,23.3604
train_FD001,999021,21,13,2018-01-06 13:07:00,FRON,KONT,KSAT,-0.0024,0.0003,100,518.67,642.53,1596.99,1400.72,14.62,21.61,553.4,2388.12,9045.59,1.3,47.42,521.56,2388.14,8131.82,8.4177,0.03,392,2388,100,38.81,23.4489
train_FD001,999021,21,14,2018-01-06 14:06:27,FRON,KONT,KSAT,-0.0005,0.0002,100,518.67,642.72,1584.21,1405.94,14.62,21.61,553.42,2388.09,9054.27,1.3,47.44,521.26,2388.04,8133.83,8.4136,0.03,393,2388,100,39.02,23.3642
train_FD001,999021,21,15,2018-01-06 16:44:00,FRON,KSAT,KIAD,0.0009,-0.0004,100,518.67,642.46,1595.14,1411.04,14.62,21.61,554.11,2388.08,9047.38,1.3,47.35,521.55,2388.09,8127.4,8.4591,0.03,392,2388,100,38.84,23.3592
train_FD001,999021,21,16,2018-01-06 16:44:00,FRON,KSAT,KIAD,0.0032,-0.0001,100,518.67,642.43,1591.92,1404.43,14.62,21.61,553.74,2388.08,9049.47,1.3,47.57,521.53,2388.09,8131.89,8.4119,0.03,393,2388,100,38.66,23.3137
train_FD001,999021,21,17,2018-01-06 16:44:00,FRON,KSAT,KIAD,0.0029,0.0004,100,518.67,642,1590.29,1408.04,14.62,21.61,553.41,2388.07,9045.24,1.3,47.3,521.57,2388.12,8129.6,8.4398,0.03,392,2388,100,38.96,23.3516
train_FD001,999021,21,18,2018-01-06 16:44:00,FRON,KSAT,KIAD,0.0006,0.0001,100,518.67,642.55,1582.16,1398.94,14.62,21.61,553.09,2388.09,9052.15,1.3,47.4,521.73,2388.1,8125.54,8.4077,0.03,393,2388,100,38.84,23.2186
train_FD001,999021,21,19,2018-01-06 17:43:34,FRON,KSAT,KIAD,0.002,0.0004,100,518.67,642.5,1593.16,1401.35,14.62,21.61,553.41,2388.11,9046.6,1.3,47.12,521.8,2388.09,8129.73,8.4014,0.03,394,2388,100,38.92,23.3378
train_FD001,999021,21,20,2018-01-06 17:43:34,FRON,KSAT,KIAD,-0.0026,0.0003,100,518.67,642.37,1594.76,1407.76,14.62,21.61,553.32,2388.1,9049.62,1.3,47.52,521.14,2388.04,8128.66,8.4237,0.03,393,2388,100,38.94,23.3914
train_FD001,999021,21,21,2018-01-06 20:53:00,FRON,KIAD,KLAS,-0.0007,-0.0001,100,518.67,642.43,1584.03,1412.28,14.62,21.61,553.61,2388.06,9049.75,1.3,47.33,521.54,2388.06,8135.8,8.4437,0.03,393,2388,100,38.98,23.4042
train_FD001,999021,21,22,2018-01-06 20:53:00,FRON,KIAD,KLAS,0.0009,-0.0003,100,518.67,642.03,1592.94,1399.54,14.62,21.61,553.46,2388.01,9044.56,1.3,47.46,521.13,2388.05,8127.58,8.4514,0.03,392,2388,100,38.62,23.3821
train_FD001,999021,21,23,2018-01-06 21:52:48,FRON,KIAD,KLAS,0.0001,0.0004,100,518.67,642.81,1583.6,1403.19,14.62,21.61,553.54,2388.11,9047.9,1.3,47.36,521.55,2388.14,8128.91,8.4581,0.03,394,2388,100,38.75,23.3821
train_FD001,999021,21,24,2018-01-06 21:52:48,FRON,KIAD,KLAS,-0.0012,0,100,518.67,642.4,1582.63,1405.1,14.62,21.61,552.9,2388.11,9046.33,1.3,47.47,521.2,2388.09,8126.58,8.4335,0.03,392,2388,100,39.11,23.2212
train_FD001,999021,21,25,2018-01-07 08:57:00,FRON,KLAS,KAUS,0.0002,0.0002,100,518.67,642.98,1594.87,1406.78,14.62,21.61,553.36,2388.02,9048.55,1.3,47.32,521.78,2388.1,8133.73,8.4836,0.03,393,2388,100,38.96,23.3449
train_FD001,999021,21,26,2018-01-07 09:57:05,FRON,KLAS,KAUS,0.0006,0.0003,100,518.67,642.52,1590.47,1402.69,14.62,21.61,554.54,2388.09,9050.03,1.3,47.39,522.12,2388.08,8127.03,8.4089,0.03,393,2388,100,38.83,23.2837
train_FD001,999021,21,27,2018-01-07 12:30:00,FRON,KAUS,KLAS,-0.0015,-0.0006,100,518.67,642.67,1587.03,1406.29,14.62,21.61,553.48,2388.14,9058.2,1.3,47.55,520.94,2388.08,8125.26,8.4068,0.03,393,2388,100,38.89,23.348
train_FD001,999015,15,1,2018-01-06 05:10:05,FRON,KIAD,KSAT,0.0055,0,100,518.67,641.98,1580.82,1397,14.62,21.61,555.54,2387.96,9062.02,1.3,47.09,522.98,2388.03,8145.89,8.3884,0.03,392,2388,100,39.22,23.4945
train_FD001,999015,15,2,2018-01-06 05:10:05,FRON,KIAD,KSAT,0.0006,0.0003,100,518.67,642.01,1587.69,1393.64,14.62,21.61,554.4,2388.02,9060.02,1.3,47.16,522.43,2387.96,8139.23,8.4369,0.03,391,2388,100,38.98,23.3673
train_FD001,999015,15,3,2018-01-06 09:05:00,FRON,KSAT,KONT,0.0004,-0.0002,100,518.67,642.5,1584.58,1398.07,14.62,21.61,554.13,2387.97,9058.56,1.3,47.13,522.12,2387.98,8143.52,8.4109,0.03,391,2388,100,39.07,23.369
train_FD001,999015,15,4,2018-01-06 10:04:58,FRON,KSAT,KONT,-0.0017,0.0002,100,518.67,641.96,1583.84,1393.26,14.62,21.61,554.32,2387.99,9056.63,1.3,47.23,522.11,2387.96,8138.11,8.4012,0.03,392,2388,100,39,23.4862
train_FD001,999015,15,5,2018-01-06 13:07:00,FRON,KONT,KSAT,0.0022,-0.0002,100,518.67,642.57,1584.18,1393,14.62,21.61,554.81,2388,9058.1,1.3,47.01,522.99,2388.01,8137.45,8.3769,0.03,391,2388,100,38.98,23.3555
train_FD001,999015,15,6,2018-01-06 14:06:27,FRON,KONT,KSAT,-0.0041,-0.0001,100,518.67,642.51,1585.4,1395.43,14.62,21.61,554.85,2388.08,9056.86,1.3,47.23,522.39,2387.96,8148.38,8.4141,0.03,392,2388,100,39.1,23.445
test_FD001,999129,29,1,2018-04-20 09:50:12,FRON,EDHI,CYYR,-0.0003,0.0005,100,518.67,641.99,1580.61,1404.52,14.62,21.61,553.89,2388.02,9055.55,1.3,47.23,521.98,2388.07,8135.24,8.4054,0.03,389,2388,100,39.16,23.4433
test_FD001,999129,29,2,2018-04-20 17:28:10,FRON,CYYR,KTPA,-0.0038,-0.0004,100,518.67,642.06,1580.86,1404.29,14.62,21.61,554.52,2388.03,9053.06,1.3,47.27,522.4,2388.06,8133.2,8.3689,0.03,391,2388,100,38.79,23.3935
test_FD001,999129,29,3,2018-04-20 21:17:32,FRON,CYYR,KTPA,-0.0008,-0.0003,100,518.67,641.74,1584.37,1398.84,14.62,21.61,554.63,2388.07,9055.45,1.3,47.27,522.05,2387.96,8132.62,8.3817,0.03,392,2388,100,39.01,23.4242
test_FD001,999129,29,4,2018-04-21 17:28:26,FRON,CYYR,KTPA,0.0016,0.0004,100,518.67,642.36,1591.73,1405.82,14.62,21.61,554.56,2388.05,9055.73,1.3,47.24,522.56,2388.01,8138.87,8.4385,0.03,393,2388,100,38.81,23.3681
test_FD001,999129,29,5,2018-04-24 21:36:37,FRON,KTPA,KMCO,-0.0039,0.0002,100,518.67,642.61,1579.86,1402.44,14.62,21.61,554,2388.02,9051.97,1.3,47.32,522.03,2388.04,8133.12,8.3839,0.03,392,2388,100,38.87,23.4878
test_FD001,999129,29,6,2018-04-25 07:07:36,FRON,KMCO,KPVD,0.0016,0.0003,100,518.67,641.9,1587.99,1407.3,14.62,21.61,554,2388.04,9052.98,1.3,47.2,521.95,2388.04,8133.75,8.4115,0.03,392,2388,100,38.99,23.4369
test_FD001,999129,29,7,2018-04-25 10:35:07,FRON,KPVD,KDEN,-0.0037,0.0003,100,518.67,642.03,1583.47,1400.72,14.62,21.61,553.59,2388.07,9052.67,1.3,47.38,522.02,2388.02,8139.3,8.3922,0.03,392,2388,100,38.96,23.3214
test_FD001,999129,29,8,2018-04-25 16:21:02,FRON,KDEN,KMSP,0.0014,0.0002,100,518.67,642.48,1590.99,1399.93,14.62,21.61,554.09,2388.01,9049.48,1.3,46.98,522.19,2388.06,8138.94,8.3948,0.03,392,2388,100,39.21,23.3801
test_FD001,999129,29,9,2018-04-25 19:15:10,FRON,KMSP,KISP,0.0014,0.0002,100,518.67,642.37,1586.12,1398.76,14.62,21.61,554.36,2388.04,9054.46,1.3,47.14,521.85,2388.04,8133.92,8.4042,0.03,391,2388,100,39.1,23.3066
test_FD001,999129,29,10,2018-04-26 05:11:42,FRON,KISP,KDTW,-0.0018,-0.0001,100,518.67,642.2,1591.13,1398.95,14.62,21.61,554.03,2388.03,9053.79,1.3,47.23,522.64,2388,8132.87,8.4079,0.03,393,2388,100,39.02,23.3343
test_FD001,999129,29,11,2018-04-26 07:45:35,FRON,KDTW,KDEN,-0.0069,-0.0004,100,518.67,642.63,1582.28,1396.41,14.62,21.61,554.1,2388.05,9058.33,1.3,47.41,522.38,2388.01,8134.97,8.4124,0.03,393,2388,100,38.95,23.2982
test_FD001,999129,29,12,2018-04-26 12:13:48,FRON,KDEN,KLAS,-0.0032,0,100,518.67,642.75,1575.51,1401.36,14.62,21.61,554.07,2388.02,9054.97,1.3,47.17,522.11,2388.01,8135.61,8.4239,0.03,393,2388,100,38.96,23.4411
test_FD001,999129,29,13,2018-04-26 15:10:19,FRON,KLAS,KDEN,0.0022,-0.0002,100,518.67,642.4,1587.35,1406.97,14.62,21.61,553.67,2388.05,9058.32,1.3,47.4,522.42,2388.1,8137.55,8.4142,0.03,393,2388,100,38.79,23.3158
test_FD001,999129,29,14,2018-04-26 18:13:50,FRON,KDEN,KBIS,-0.0009,0.0005,100,518.67,642.43,1580.88,1402.19,14.62,21.61,554.33,2388.08,9063.7,1.3,47.23,521.97,2388.07,8137.11,8.4247,0.03,392,2388,100,38.87,23.3392
test_FD001,999129,29,15,2018-04-26 20:38:06,FRON,KBIS,KDEN,0.0012,-0.0001,100,518.67,642.17,1586.9,1405.63,14.62,21.61,554.03,2388.02,9061.83,1.3,47.17,522.26,2388.07,8138.02,8.4444,0.03,393,2388,100,38.95,23.3965
test_FD001,999129,29,16,2018-04-27 01:42:19,FRON,KDEN,KPHL,0.0021,-0.0004,100,518.67,642.33,1587.21,1399.58,14.62,21.61,554.22,2388.02,9051.67,1.3,47.05,522.18,2387.96,8135.51,8.4067,0.03,391,2388,100,38.89,23.4335
test_FD001,999129,29,17,2018-04-27 07:37:20,FRON,KPHL,KJAX,-0.0007,0.0002,100,518.67,642.82,1590.4,1401.28,14.62,21.61,554.44,2388.01,9061.74,1.3,47.24,521.83,2388.03,8139.74,8.4162,0.03,391,2388,100,39.01,23.4396
test_FD001,999129,29,18,2018-04-27 10:38:14,FRON,KJAX,KDEN,-0.0011,-0.0002,100,518.67,642.29,1589.2,1396.17,14.62,21.6,554.09,2388.08,9059.9,1.3,47.35,522.3,2388.04,8136.61,8.3835,0.03,391,2388,100,38.81,23.3064
test_FD001,999129,29,19,2018-04-27 15:40:10,FRON,KDEN,KOKC,0.0039,0.0002,100,518.67,642.01,1581.57,1401.06,14.62,21.61,554.43,2387.97,9062.48,1.3,47.16,522.52,2387.97,8140.69,8.3875,0.03,393,2388,100,38.92,23.4365
test_FD001,999129,29,20,2018-04-27 18:14:22,FRON,KDEN,KBIS,0.0049,0.0002,100,518.67,641.92,1580.86,1399.83,14.62,21.61,554.14,2388.05,9049.35,1.3,47.29,521.66,2388.06,8130.78,8.3849,0.03,392,2388,100,38.83,23.3688
test_FD001,999129,29,21,2018-04-27 18:15:32,FRON,KOKC,KDEN,0.0006,0.0002,100,518.67,642.17,1589.01,1400.47,14.62,21.61,553.76,2388.05,9062.75,1.3,47.26,522.07,2388,8137.3,8.4244,0.03,392,2388,100,38.98,23.5017
test_FD001,999129,29,22,2018-04-27 23:26:32,FRON,KDEN,KSLC,0.0013,0,100,518.67,643.22,1580.79,1410.125,14.62,21.61,554.53,2387.99,9059.62,1.3,47.35,522.91,2388.06,8140.4,8.3999,0.03,392,2388,100,39,23.3754
test_FD001,999129,29,23,2018-04-28 06:16:22,FRON,KSLC,KDEN,-0.0004,-0.0003,100,518.67,642.21,1575.02,1399.39,14.62,21.61,554.6,2388.07,9054.9,1.3,47.31,522.22,2388.02,8137.1,8.3772,0.03,394,2388,100,39.11,23.3724
test_FD001,999129,29,24,2018-04-28 08:20:55,FRON,KDEN,KCVG,0.0041,0.0002,100,518.67,642.32,1580.5,1400.41,14.62,21.61,554.32,2388.02,9053.98,1.3,47.2,521.98,2388.01,8133.91,8.428,0.03,392,2388,100,38.79,23.3779
test_FD001,999129,29,25,2018-04-28 16:11:43,FRON,KDEN,KIND,0.0032,-0.0001,100,518.67,642.44,1587.98,1396.78,14.62,21.61,553.81,2388.03,9053.97,1.3,47.4,521.71,2388.02,8136.89,8.433,0.03,392,2388,100,38.91,23.3479
test_FD001,999129,29,26,2018-04-28 18:15:51,FRON,KOKC,KDEN,-0.0006,-0.0001,100,518.67,642.18,1591.99,1401.82,14.62,21.61,554.41,2387.99,9060.55,1.3,47.16,522.32,2388.01,8133.63,8.4029,0.03,392,2388,100,39.09,23.2824
test_FD001,999129,29,27,2018-04-28 19:18:00,FRON,KIND,KDEN,0.0014,0,100,518.67,642.09,1597.22,1398.88,14.62,21.61,554.51,2388.1,9059.37,1.3,47.44,521.59,2388.05,8134.29,8.3907,0.03,392,2388,100,39.03,23.3249
test_FD001,999105,5,1,2017-12-31 20:26:54,FRON,KMCI,KDEN,0.0024,-0.0004,100,518.67,642.43,1590.79,1402.02,14.62,21.61,553.5,2388.07,9051.54,1.3,47.37,522.2,2388.07,8130.9,8.4426,0.03,394,2388,100,39.04,23.3916
test_FD001,999105,5,2,2017-12-31 23:38:53,FRON,KDEN,KABQ,0.0011,0.0002,100,518.67,642.85,1581.46,1409.7,14.62,21.61,553.44,2388.06,9051.9,1.3,47.54,521.63,2388.11,8128.71,8.4429,0.03,393,2388,100,38.87,23.3181
test_FD001,999105,5,3,2018-01-01 06:56:11,FRON,KABQ,KDEN,0.0056,0,100,518.67,642.88,1586.05,1407.64,14.62,21.61,553.51,2388.06,9057.29,1.3,47.27,521.8,2388.11,8132.02,8.4657,0.03,393,2388,100,39.02,23.3529
train_FD001,999015,15,7,2018-01-06 16:44:00,FRON,KSAT,KIAD,-0.003,0.0003,100,518.67,642.18,1581.48,1393.57,14.62,21.61,555.01,2387.99,9055.16,1.3,47.04,521.99,2388.04,8139.83,8.4089,0.03,392,2388,100,39.08,23.4563
train_FD001,999015,15,8,2018-01-06 16:44:00,FRON,KSAT,KIAD,-0.0002,0,100,518.67,642.26,1580.47,1395.59,14.62,21.61,554.99,2388.01,9057.82,1.3,47.03,521.96,2387.99,8141.59,8.4198,0.03,391,2388,100,38.95,23.3652
train_FD001,999015,15,9,2018-01-06 16:44:00,FRON,KSAT,KIAD,0.0002,0.0002,100,518.67,642.15,1580.58,1407.34,14.62,21.61,554.3,2388.01,9051.12,1.3,47,521.84,2388.01,8138.59,8.4182,0.03,391,2388,100,39.16,23.4855
train_FD001,999015,15,10,2018-01-06 16:44:00,FRON,KSAT,KIAD,-0.0007,0.0004,100,518.67,641.74,1593.18,1396.56,14.62,21.61,553.37,2388.01,9059.45,1.3,47.48,522.16,2388.01,8140.59,8.3926,0.03,390,2388,100,39.06,23.3375
train_FD001,999015,15,11,2018-01-06 17:43:34,FRON,KSAT,KIAD,0.0013,-0.0003,100,518.67,642.23,1581.61,1395.42,14.62,21.6,554.36,2387.98,9054.29,1.3,47.17,522.12,2387.99,8143.5,8.4052,0.03,391,2388,100,39.09,23.4105
train_FD001,999015,15,12,2018-01-06 17:43:34,FRON,KSAT,KIAD,0.0007,-0.0005,100,518.67,641.74,1584.85,1395.15,14.62,21.61,555.46,2388,9062.59,1.3,47.34,521.98,2388.02,8140.04,8.4285,0.03,392,2388,100,38.87,23.4577
train_FD001,999015,15,13,2018-01-06 20:53:00,FRON,KIAD,KLAS,-0.0021,-0.0002,100,518.67,642.26,1583.47,1403.78,14.62,21.61,554.72,2388,9059.06,1.3,47.22,522.39,2388.02,8141.22,8.3897,0.03,393,2388,100,39.07,23.4351
train_FD001,999015,15,14,2018-01-06 20:53:00,FRON,KIAD,KLAS,0.0015,0,100,518.67,641.74,1584.66,1397.29,14.62,21.6,554.48,2388.03,9061.45,1.3,47.36,522.27,2388.03,8141.67,8.3835,0.03,392,2388,100,38.93,23.4525
