esn,pn,sn,desc,vstream
999009,54321P01,5577050818,shroud,cmc
999009,54321P01,7726442290,shroud,cmc
999009,54321P01,2758010335,shroud,cmc
999009,44321P02,7852073460,blade,machined_airfoils
999009,44321P02,4506915690,blade,machined_airfoils
999009,44321P02,1247263488,blade,machined_airfoils
999009,44321P02,4374275619,blade,machined_airfoils
999009,44321P02,3860856809,blade,machined_airfoils
999009,44321P02,2555906697,blade,machined_airfoils
999009,44321P02,3541146642,blade,machined_airfoils
999009,44321P02,1898921671,blade,machined_airfoils
999009,44321P02,6602769470,blade,machined_airfoils
999009,44321P02,9426968538,blade,machined_airfoils
999009,44321P02,8705249207,blade,machined_airfoils
999009,44321P02,9886272390,blade,machined_airfoils
999009,44321P02,1805309369,blade,machined_airfoils
999009,44321P02,1003327836,blade,machined_airfoils
999009,44321P02,3231864927,blade,machined_airfoils
999009,44321P02,1606961247,blade,machined_airfoils
999009,44321P02,4577420763,blade,machined_airfoils
999009,44321P02,6505631313,blade,machined_airfoils
999009,44321P02,322832873,blade,machined_airfoils
999009,44321P02,8690731604,blade,machined_airfoils
999009,44321P02,1958094732,blade,machined_airfoils
999009,44321P02,2442358916,blade,machined_airfoils
999009,44321P02,4180668662,blade,machined_airfoils
999009,44321P02,504439930,blade,machined_airfoils
999009,44321P02,2951756861,blade,machined_airfoils
999009,44321P02,160467792,blade,machined_airfoils
999009,44321P02,5180078978,blade,machined_airfoils
999009,44321P02,1059215315,blade,machined_airfoils
999009,44321P02,5783607717,blade,machined_airfoils
999009,44321P02,3115662479,blade,machined_airfoils
999009,44321P02,686497781,blade,machined_airfoils
999009,44321P02,7067184063,blade,machined_airfoils
999009,44321P02,1458464394,blade,machined_airfoils
999009,44321P02,8784778964,blade,machined_airfoils
999009,44321P02,9186503439,blade,machined_airfoils
999009,44321P02,6933599932,blade,machined_airfoils
999009,44321P02,9902324522,blade,machined_airfoils
999009,44321P02,2858212119,blade,machined_airfoils
999009,44321P02,3062966706,blade,machined_airfoils
999009,44321P02,8655339370,blade,machined_airfoils
999009,65421P11,2539784084,disk,rotating_parts
999030,54321P01,6261663004,shroud,cmc
999030,54321P01,5556409345,shroud,cmc
999030,54321P01,2253551146,shroud,cmc
999030,54321P01,6085993669,shroud,cmc
999030,54321P01,1836470062,shroud,cmc
999030,54321P01,2726967895,shroud,cmc
999030,54321P01,6186217076,shroud,cmc
999030,54321P01,2942577897,shroud,cmc
999030,54321P01,1310710959,shroud,cmc
999030,54321P01,8146448086,shroud,cmc
999030,54321P01,8124789385,shroud,cmc
999030,54321P01,9842109021,shroud,cmc
999030,54321P01,7205439695,shroud,cmc
999030,54321P01,3655805171,shroud,cmc
999030,54321P01,6447413522,shroud,cmc
999030,54321P01,9580914329,shroud,cmc
999030,54321P01,5882120827,shroud,cmc
999030,54321P01,6720199968,shroud,cmc
999030,54321P01,9361330417,shroud,cmc
999030,54321P01,1247007068,shroud,cmc
999030,54321P01,1143867687,shroud,cmc
999030,54321P01,4632669121,shroud,cmc
999030,54321P01,5459054241,shroud,cmc
999030,54321P01,6722811962,shroud,cmc
999030,54321P01,1912164150,shroud,cmc
999030,54321P01,9379280605,shroud,cmc
999030,54321P01,4732623789,shroud,cmc
999030,54321P01,3524766997,shroud,cmc
999030,54321P01,3568262387,shroud,cmc
999030,54321P01,2882915813,shroud,cmc
999030,54321P01,7156429602,shroud,cmc
999030,54321P01,5556956987,shroud,cmc
999030,54321P01,2365574618,shroud,cmc
999030,54321P01,8252192669,shroud,cmc
999030,54321P01,1753715208,shroud,cmc
999030,54321P01,9291657546,shroud,cmc
999030,54321P01,7433210102,shroud,cmc
999030,54321P01,5313991531,shroud,cmc
999030,54321P01,2630407784,shroud,cmc
999030,54321P01,1555843695,shroud,cmc
999030,54321P01,6598521359,shroud,cmc
999030,54321P01,7789202811,shroud,cmc
999030,54321P01,789127424,shroud,cmc
999030,54321P01,8019919420,shroud,cmc
999030,54321P01,4500079992,shroud,cmc
999030,54321P01,2605190465,shroud,cmc
999030,54321P01,1484342981,shroud,cmc
999030,54321P01,979583494,shroud,cmc
999030,54321P01,3142775947,shroud,cmc
999030,54321P01,6603111082,shroud,cmc
999030,54321P01,3255509840,shroud,cmc
999033,54321P01,4815893286,shroud,cmc
999033,54321P01,9976042923,shroud,cmc
999033,54321P01,4824765097,shroud,cmc
999033,54321P01,7540874753,shroud,cmc
999033,54321P01,9867716005,shroud,cmc
999033,54321P01,9122867497,shroud,cmc
999033,54321P01,8047004756,shroud,cmc
999033,54321P01,8039881415,shroud,cmc
999033,54321P01,3273879437,shroud,cmc
999033,54321P01,1537261030,shroud,cmc
999033,54321P01,5949814636,shroud,cmc
999033,54321P01,3282559390,shroud,cmc
999033,54321P01,8457467048,shroud,cmc
999033,54321P01,6936071615,shroud,cmc
999033,54321P01,9558851518,shroud,cmc
999033,54321P01,8878785332,shroud,cmc
999033,54321P01,8812404430,shroud,cmc
999033,54321P01,7961098084,shroud,cmc
999033,54321P01,6006628632,shroud,cmc
999033,54321P01,2700692069,shroud,cmc
999033,54321P01,296007494,shroud,cmc
999033,54321P01,5820483525,shroud,cmc
999033,54321P01,9581520770,shroud,cmc
999033,54321P01,7921501248,shroud,cmc
999033,54321P01,4398947503,shroud,cmc
999033,54321P01,338091614,shroud,cmc
999033,54321P01,7003758147,shroud,cmc
999033,54321P01,3145251797,shroud,cmc
999033,54321P01,7273427764,shroud,cmc
999033,54321P01,9696580738,shroud,cmc
999033,54321P01,2084543730,shroud,cmc
999033,54321P01,5079463659,shroud,cmc
999033,54321P01,7613654465,shroud,cmc
999033,54321P01,3553227924,shroud,cmc
999033,54321P01,193689942,shroud,cmc
999033,54321P01,6954779073,shroud,cmc
999033,54321P01,8733123565,shroud,cmc
999033,54321P01,1566983259,shroud,cmc
999033,54321P01,8091284634,shroud,cmc
999033,54321P01,6797760649,shroud,cmc
999033,54321P01,1462257085,shroud,cmc
999033,54321P01,9666804330,shroud,cmc
999033,54321P01,4492773846,shroud,cmc
999033,54321P01,3335926969,shroud,cmc
999033,54321P01,4981039981,shroud,cmc
999033,54321P01,4714711114,shroud,cmc
999033,54321P01,7121620911,shroud,cmc
999033,54321P01,8168298841,shroud,cmc
999033,54321P01,848915399,shroud,cmc
999033,54321P01,8076844654,shroud,cmc
999033,54321P01,6782792032,shroud,cmc
999033,54321P01,8490712420,shroud,cmc
999033,54321P01,8747288795,shroud,cmc
999033,54321P01,4436755078,shroud,cmc
999033,54321P01,2730781793,shroud,cmc
999033,54321P01,1335753036,shroud,cmc
999033,54321P01,5086030886,shroud,cmc
999033,54321P01,2576289961,shroud,cmc
999033,54321P01,634100641,shroud,cmc
999033,54321P01,6461476020,shroud,cmc
999033,44321P02,7486993221,blade,machined_airfoils
999033,44321P02,9781701328,blade,machined_airfoils
999033,44321P02,48715471,blade,machined_airfoils
999033,44321P02,1472413161,blade,machined_airfoils
999033,44321P02,1672882788,blade,machined_airfoils
999033,44321P02,4921941837,blade,machined_airfoils
999033,44321P02,925304147,blade,machined_airfoils
999033,44321P02,3030809017,blade,machined_airfoils
999033,44321P02,6177443111,blade,machined_airfoils
999033,44321P02,427948969,blade,machined_airfoils
999033,44321P02,3747068607,blade,machined_airfoils
999033,44321P02,9842717551,blade,machined_airfoils
999033,44321P02,8533493746,blade,machined_airfoils
999033,44321P02,7298159034,blade,machined_airfoils
999033,44321P02,1053691391,blade,machined_airfoils
999033,44321P02,7596021912,blade,machined_airfoils
999033,44321P02,1972841900,blade,machined_airfoils
999033,44321P02,8582080924,blade,machined_airfoils
999033,44321P02,7019655834,blade,machined_airfoils
999033,44321P02,1649190954,blade,machined_airfoils
999033,44321P02,3829561058,blade,machined_airfoils
999033,44321P02,121719759,blade,machined_airfoils
999033,44321P02,9014027823,blade,machined_airfoils
999033,44321P02,2162125852,blade,machined_airfoils
999033,44321P02,6379683466,blade,machined_airfoils
999033,44321P02,2575516999,blade,machined_airfoils
999033,44321P02,9233173657,blade,machined_airfoils
999033,44321P02,9165105444,blade,machined_airfoils
999033,44321P02,9128579547,blade,machined_airfoils
999033,44321P02,2853222385,blade,machined_airfoils
999033,44321P02,7710250216,blade,machined_airfoils
999033,44321P02,5146282419,blade,machined_airfoils
999033,44321P02,9000023942,blade,machined_airfoils
999033,44321P02,6341085726,blade,machined_airfoils
999033,44321P02,7862643419,blade,machined_airfoils
999033,44321P02,1329454644,blade,machined_airfoils
999033,44321P02,3671983467,blade,machined_airfoils
999033,44321P02,2580567505,blade,machined_airfoils
999033,44321P02,2594166761,blade,machined_airfoils
999033,44321P02,6644849453,blade,machined_airfoils
999033,65421P11,9962792507,disk,rotating_parts
999091,54321P01,4810783589,shroud,cmc
999091,54321P01,372537631,shroud,cmc
999091,54321P01,8768009486,shroud,cmc
999091,54321P01,3064260587,shroud,cmc
999091,54321P01,6723583228,shroud,cmc
999091,54321P01,7801228650,shroud,cmc
999091,54321P01,5768799480,shroud,cmc
999091,54321P01,4012865471,shroud,cmc
999091,54321P01,4809625450,shroud,cmc
999091,54321P01,6526913713,shroud,cmc
999091,54321P01,6174378733,shroud,cmc
999091,54321P01,8163872169,shroud,cmc
999091,54321P01,7691407223,shroud,cmc
999091,54321P01,7739563587,shroud,cmc
999091,54321P01,8385310543,shroud,cmc
999091,54321P01,8618886650,shroud,cmc
999091,54321P01,9269263786,shroud,cmc
999091,54321P01,6662215018,shroud,cmc
999091,54321P01,1025438860,shroud,cmc
999091,54321P01,1322753012,shroud,cmc
999091,54321P01,1508858232,shroud,cmc
999091,54321P01,4831858252,shroud,cmc
999091,54321P01,6646653160,shroud,cmc
999091,54321P01,6512549021,shroud,cmc
999091,54321P01,1047475017,shroud,cmc
999091,54321P01,4082815643,shroud,cmc
999091,54321P01,2888599720,shroud,cmc
999091,54321P01,6635469097,shroud,cmc
999091,54321P01,2205582064,shroud,cmc
999091,54321P01,6138088640,shroud,cmc
999091,54321P01,9946657990,shroud,cmc
999091,54321P01,8923707181,shroud,cmc
999091,54321P01,9455389743,shroud,cmc
999091,54321P01,5316946391,shroud,cmc
999091,54321P01,133272630,shroud,cmc
999091,54321P01,3230763045,shroud,cmc
999091,54321P01,2701116049,shroud,cmc
999091,54321P01,5369707731,shroud,cmc
999091,54321P01,259521471,shroud,cmc
999091,54321P01,1549282593,shroud,cmc
999091,54321P01,4373490864,shroud,cmc
999091,54321P01,9468700219,shroud,cmc
999091,54321P01,9606108370,shroud,cmc
999091,54321P01,7143402630,shroud,cmc
999091,54321P01,4248083254,shroud,cmc
999091,54321P01,8594547165,shroud,cmc
999091,54321P01,8144918838,shroud,cmc
999091,54321P01,3763382050,shroud,cmc
999091,54321P01,9410724956,shroud,cmc
999091,54321P01,718592860,shroud,cmc
999091,54321P01,6829498631,shroud,cmc
999032,54321P01,4380788944,shroud,cmc
999032,54321P01,3886334542,shroud,cmc
999032,54321P01,8660149785,shroud,cmc
999032,54321P01,3996184267,shroud,cmc
999032,54321P01,5455664347,shroud,cmc
999032,54321P01,5470668031,shroud,cmc
999032,54321P01,362958052,shroud,cmc
999032,54321P01,6525909247,shroud,cmc
999032,54321P01,4470240806,shroud,cmc
999032,54321P01,3224111965,shroud,cmc
999032,54321P01,7602556565,shroud,cmc
999032,54321P01,6622305697,shroud,cmc
999032,54321P01,4811827305,shroud,cmc
999032,54321P01,3274031196,shroud,cmc
999032,54321P01,1319238233,shroud,cmc
999032,54321P01,5795248340,shroud,cmc
999032,54321P01,6992831891,shroud,cmc
999032,54321P01,5054897604,shroud,cmc
999032,54321P01,3085810055,shroud,cmc
999032,54321P01,4628622949,shroud,cmc
999032,54321P01,8380566837,shroud,cmc
999032,54321P01,5021826758,shroud,cmc
999032,54321P01,6106029120,shroud,cmc
999032,54321P01,8799797853,shroud,cmc
999032,54321P01,4980469761,shroud,cmc
999032,54321P01,2731164554,shroud,cmc
999032,54321P01,978487190,shroud,cmc
999032,54321P01,5854427613,shroud,cmc
999032,54321P01,2574667244,shroud,cmc
999032,54321P01,6896460944,shroud,cmc
999032,54321P01,1729663492,shroud,cmc
999032,54321P01,8974338191,shroud,cmc
999032,54321P01,9778823439,shroud,cmc
999032,54321P01,5537320186,shroud,cmc
999032,54321P01,4043563574,shroud,cmc
999032,54321P01,7211703691,shroud,cmc
999032,54321P01,5652304248,shroud,cmc
999032,54321P01,5997731342,shroud,cmc
999032,54321P01,4239804560,shroud,cmc
999032,54321P01,5439764200,shroud,cmc
999032,54321P01,374799029,shroud,cmc
999032,54321P01,2456964995,shroud,cmc
999032,54321P01,6308480545,shroud,cmc
999032,54321P01,8625929445,shroud,cmc
999032,54321P01,5503234592,shroud,cmc
999032,54321P01,7576071967,shroud,cmc
999032,54321P01,7281980052,shroud,cmc
999032,54321P01,2429995042,shroud,cmc
999032,54321P01,3700433007,shroud,cmc
999032,54321P01,2528927281,shroud,cmc
999032,54321P01,7241776363,shroud,cmc
999032,54321P01,8400628120,shroud,cmc
999032,54321P01,261301034,shroud,cmc
999032,54321P01,981137560,shroud,cmc
999032,54321P01,2559029885,shroud,cmc
999032,54321P01,7326906039,shroud,cmc
999032,54321P01,5902738455,shroud,cmc
999032,54321P01,786941535,shroud,cmc
999032,54321P01,909550000,shroud,cmc
999032,54321P01,8473411721,shroud,cmc
999032,44321P02,7623670189,blade,machined_airfoils
999032,44321P02,3116009828,blade,machined_airfoils
999032,44321P02,3392499652,blade,machined_airfoils
999032,44321P02,3971170229,blade,machined_airfoils
999032,44321P02,536721345,blade,machined_airfoils
999032,44321P02,9143776761,blade,machined_airfoils
999032,44321P02,2002695448,blade,machined_airfoils
999032,44321P02,3340236025,blade,machined_airfoils
999032,44321P02,1378660887,blade,machined_airfoils
999032,44321P02,62124099,blade,machined_airfoils
999032,44321P02,5773969188,blade,machined_airfoils
999032,44321P02,4515625373,blade,machined_airfoils
999032,44321P02,1115126672,blade,machined_airfoils
999032,44321P02,9024843753,blade,machined_airfoils
999032,44321P02,5565609214,blade,machined_airfoils
999032,44321P02,9453350542,blade,machined_airfoils
999032,44321P02,2702112647,blade,machined_airfoils
999032,44321P02,6937505620,blade,machined_airfoils
999032,44321P02,110013174,blade,machined_airfoils
999032,44321P02,2377556521,blade,machined_airfoils
999032,44321P02,7976277501,blade,machined_airfoils
999032,44321P02,6913005401,blade,machined_airfoils
999032,44321P02,2844677926,blade,machined_airfoils
999032,44321P02,8809318799,blade,machined_airfoils
999032,44321P02,2162463972,blade,machined_airfoils
999032,44321P02,997961911,blade,machined_airfoils
999032,44321P02,7578448466,blade,machined_airfoils
999032,44321P02,1098816878,blade,machined_airfoils
999032,44321P02,8122058999,blade,machined_airfoils
999032,44321P02,7102772383,blade,machined_airfoils
999032,44321P02,5900438760,blade,machined_airfoils
999032,44321P02,2176274811,blade,machined_airfoils
999032,44321P02,4208885341,blade,machined_airfoils
999032,44321P02,351608130,blade,machined_airfoils
999032,44321P02,4629212850,blade,machined_airfoils
999032,44321P02,3129874938,blade,machined_airfoils
999032,44321P02,8682839141,blade,machined_airfoils
999032,44321P02,6292938670,blade,machined_airfoils
999032,44321P02,3690780464,blade,machined_airfoils
999032,44321P02,3680379262,blade,machined_airfoils
999032,65421P11,6753484943,disk,rotating_parts
999090,54321P01,3420481355,shroud,cmc
999090,54321P01,5976034151,shroud,cmc
999090,54321P01,3174643115,shroud,cmc
999090,54321P01,6899488960,shroud,cmc
999090,54321P01,884835874,shroud,cmc
999090,54321P01,2292086383,shroud,cmc
999090,54321P01,1364053537,shroud,cmc
999090,54321P01,3284016122,shroud,cmc
999090,54321P01,8321142137,shroud,cmc
999090,54321P01,424822257,shroud,cmc
999090,54321P01,6508682298,shroud,cmc
999090,54321P01,3107412434,shroud,cmc
999090,54321P01,2799698632,shroud,cmc
999090,54321P01,742098943,shroud,cmc
999090,54321P01,2284893814,shroud,cmc
999090,54321P01,3343498039,shroud,cmc
999090,54321P01,7641700697,shroud,cmc
999090,54321P01,597170563,shroud,cmc
999090,54321P01,3106266289,shroud,cmc
999090,54321P01,2260767821,shroud,cmc
999090,54321P01,4587142182,shroud,cmc
999090,54321P01,8331933977,shroud,cmc
999090,54321P01,3924517210,shroud,cmc
999090,54321P01,9676824023,shroud,cmc
999090,54321P01,2264274334,shroud,cmc
999090,54321P01,3956568486,shroud,cmc
999090,54321P01,5681061817,shroud,cmc
999090,54321P01,5300292274,shroud,cmc
999090,54321P01,4642111606,shroud,cmc
999090,54321P01,912998590,shroud,cmc
999090,54321P01,8988286551,shroud,cmc
999090,54321P01,140834332,shroud,cmc
999090,54321P01,1045255277,shroud,cmc
999090,54321P01,850572969,shroud,cmc
999090,54321P01,3372303934,shroud,cmc
999090,54321P01,905992457,shroud,cmc
999090,54321P01,4910313762,shroud,cmc
999090,54321P01,7785577343,shroud,cmc
999090,54321P01,8103512934,shroud,cmc
999090,54321P01,6257131637,shroud,cmc
999090,54321P01,253041123,shroud,cmc
999090,54321P01,766648893,shroud,cmc
999090,54321P01,4451836781,shroud,cmc
999090,54321P01,2701837354,shroud,cmc
999090,54321P01,6660776694,shroud,cmc
999090,54321P01,8052239723,shroud,cmc
999090,54321P01,5994865053,shroud,cmc
999090,54321P01,3704049983,shroud,cmc
999090,54321P01,6774307236,shroud,cmc
999090,54321P01,8633560462,shroud,cmc
999090,54321P01,7544245346,shroud,cmc
999035,54321P01,8946873354,shroud,cmc
999035,54321P01,2208620750,shroud,cmc
999035,54321P01,2060873644,shroud,cmc
999035,54321P01,8475755475,shroud,cmc
999035,54321P01,1114007022,shroud,cmc
999035,54321P01,9632764528,shroud,cmc
999035,54321P01,1550272389,shroud,cmc
999035,54321P01,8816933668,shroud,cmc
999035,54321P01,3967402551,shroud,cmc
999035,54321P01,5379351306,shroud,cmc
999035,54321P01,4809292673,shroud,cmc
999035,54321P01,5491809628,shroud,cmc
999035,54321P01,6619529420,shroud,cmc
999035,54321P01,950501211,shroud,cmc
999035,54321P01,843283116,shroud,cmc
999035,54321P01,7206352057,shroud,cmc
999035,54321P01,7559728687,shroud,cmc
999035,54321P01,2803391793,shroud,cmc
999035,54321P01,1445685105,shroud,cmc
999035,54321P01,5289414899,shroud,cmc
999035,54321P01,5424080737,shroud,cmc
999035,54321P01,9031531694,shroud,cmc
999035,54321P01,7082179501,shroud,cmc
999035,54321P01,620003812,shroud,cmc
999035,54321P01,5881820786,shroud,cmc
999035,54321P01,4803199221,shroud,cmc
999035,54321P01,6135977174,shroud,cmc
999035,54321P01,1367639091,shroud,cmc
999035,54321P01,757757387,shroud,cmc
999035,54321P01,9999876876,shroud,cmc
999035,54321P01,1922075119,shroud,cmc
999035,54321P01,3654553753,shroud,cmc
999035,54321P01,2337987822,shroud,cmc
999035,54321P01,1019283256,shroud,cmc
999035,54321P01,8031830590,shroud,cmc
999035,54321P01,9553238771,shroud,cmc
999035,54321P01,9698502402,shroud,cmc
